asset,year,technology,region,installed,capacity
10,2054,solarPV,R2,2035,4.80000000000
10,2055,solarPV,R2,2035,4.80000000000
10,2059,solarPV,R2,2035,4.80000000000
10,2060,solarPV,R2,2035,4.80000000000
10,2064,solarPV,R2,2035,4.80000000000
11,2045,solarPV,R2,2040,6.00000000000
11,2049,solarPV,R2,2040,6.00000000000
11,2050,solarPV,R2,2040,6.00000000000
11,2054,solarPV,R2,2040,6.00000000000
11,2055,solarPV,R2,2040,6.00000000000
11,2059,solarPV,R2,2040,6.00000000000
11,2060,solarPV,R2,2040,6.00000000000
11,2064,solarPV,R2,2040,6.00000000000
11,2065,solarPV,R2,2040,6.00000000000
11,2069,solarPV,R2,2040,6.00000000000
12,2050,solarPV,R2,2045,16.91000000000
12,2054,solarPV,R2,2045,16.91000000000
12,2055,solarPV,R2,2045,16.91000000000
12,2059,solarPV,R2,2045,16.91000000000
12,2060,solarPV,R2,2045,16.91000000000
12,2064,solarPV,R2,2045,16.91000000000
12,2065,solarPV,R2,2045,16.91000000000
12,2069,solarPV,R2,2045,16.91000000000
12,2070,solarPV,R2,2045,16.91000000000
12,2074,solarPV,R2,2045,16.91000000000
13,2045,windturbine,R1,2020,10.00000000000
13,2049,windturbine,R1,2020,10.00000000000
14,2050,windturbine,R1,2045,6.75000000000
14,2054,windturbine,R1,2045,6.75000000000
14,2055,windturbine,R1,2045,6.75000000000
14,2059,windturbine,R1,2045,6.75000000000
14,2060,windturbine,R1,2045,6.75000000000
14,2064,windturbine,R1,2045,6.75000000000
14,2065,windturbine,R1,2045,6.75000000000
14,2069,windturbine,R1,2045,6.75000000000
14,2070,windturbine,R1,2045,6.75000000000
14,2074,windturbine,R1,2045,6.75000000000
15,2045,windturbine,R2,2020,16.75000000000
15,2049,windturbine,R2,2020,16.75000000000
16,2045,windturbine,R2,2030,3.60000000000
16,2049,windturbine,R2,2030,3.60000000000
16,2050,windturbine,R2,2030,3.60000000000
16,2054,windturbine,R2,2030,3.60000000000
16,2055,windturbine,R2,2030,3.60000000000
16,2059,windturbine,R2,2030,3.60000000000
17,2045,windturbine,R2,2035,4.39000000000
17,2049,windturbine,R2,2035,4.39000000000
17,2050,windturbine,R2,2035,4.39000000000
17,2054,windturbine,R2,2035,4.39000000000
17,2055,windturbine,R2,2035,4.39000000000
17,2059,windturbine,R2,2035,4.39000000000
17,2060,windturbine,R2,2035,4.39000000000
17,2064,windturbine,R2,2035,4.39000000000
18,2050,windturbine,R2,2045,6.75000000000
18,2054,windturbine,R2,2045,6.75000000000
18,2055,windturbine,R2,2045,6.75000000000
18,2059,windturbine,R2,2045,6.75000000000
18,2060,windturbine,R2,2045,6.75000000000
18,2064,windturbine,R2,2045,6.75000000000
18,2065,windturbine,R2,2045,6.75000000000
18,2069,windturbine,R2,2045,6.75000000000
18,2070,windturbine,R2,2045,6.75000000000
18,2074,windturbine,R2,2045,6.75000000000
