region,timeslice,commodity,year,month,day,hour,supply
R2,5,heat,2030,all-year,all-week,evening,2.38170000000
R2,5,CO2f,2025,all-year,all-week,evening,47.80800000000
R2,5,CO2f,2030,all-year,all-week,evening,18.94080000000
R2,5,cook,2025,all-year,all-week,evening,1.76250000000
R2,5,cook,2030,all-year,all-week,evening,2.09600000000
R2,6,heat,2025,all-year,all-week,early-morning,1.90530000000
R2,6,heat,2030,all-year,all-week,early-morning,2.38170000000
R2,6,CO2f,2025,all-year,all-week,early-morning,47.80800000000
R2,6,CO2f,2030,all-year,all-week,early-morning,18.94080000000
R2,6,cook,2025,all-year,all-week,early-morning,1.76250000000
R2,6,cook,2030,all-year,all-week,early-morning,2.09600000000
R2,7,heat,2025,all-year,all-week,late-afternoon,1.90530000000
R2,7,heat,2030,all-year,all-week,late-afternoon,2.38170000000
R2,7,CO2f,2025,all-year,all-week,late-afternoon,47.80800000000
R2,7,CO2f,2030,all-year,all-week,late-afternoon,18.94080000000
R2,7,cook,2025,all-year,all-week,late-afternoon,1.76250000000
R2,7,cook,2030,all-year,all-week,late-afternoon,2.09600000000
