,timeslice,region,technology,year,agent,category,sector,EAC
70,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A1,retrofit,residential,5.76282458457
71,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A1,retrofit,residential,6.98331629081
72,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A1,retrofit,residential,8.88561091946
73,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A1,retrofit,residential,10.06084372151
74,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A1,retrofit,residential,20.81867271060
75,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A1,retrofit,residential,16.14022084133
76,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A1,retrofit,residential,12.38052285422
77,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A1,retrofit,residential,12.72950591870
78,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A2,retrofit,residential,4.32211843843
79,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A2,retrofit,residential,5.23748721811
80,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A2,retrofit,residential,6.66420818960
81,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A2,retrofit,residential,7.54563279113
82,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A2,retrofit,residential,4.32211843843
83,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A2,retrofit,residential,5.23748721811
84,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A2,retrofit,residential,6.66420818960
85,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A2,retrofit,residential,7.54563279113
86,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A2,retrofit,residential,15.61400453295
87,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A2,retrofit,residential,12.10516563100
88,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A2,retrofit,residential,9.28539214067
89,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A2,retrofit,residential,9.54712943903
90,"('all-year', 'all-week', 'night')",R1,gasboiler,2025,A3,retrofit,residential,4.32211843843
91,"('all-year', 'all-week', 'night')",R1,heatpump,2025,A3,retrofit,residential,5.23748721811
92,"('all-year', 'all-week', 'morning')",R1,gasboiler,2025,A3,retrofit,residential,6.66420818960
93,"('all-year', 'all-week', 'morning')",R1,heatpump,2025,A3,retrofit,residential,7.54563279113
94,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2025,A3,retrofit,residential,4.32211843843
95,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2025,A3,retrofit,residential,5.23748721811
96,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2025,A3,retrofit,residential,6.66420818960
97,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2025,A3,retrofit,residential,7.54563279113
98,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2025,A3,retrofit,residential,15.61400453295
99,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2025,A3,retrofit,residential,12.10516563100
100,"('all-year', 'all-week', 'evening')",R1,gasboiler,2025,A3,retrofit,residential,9.28539214067
101,"('all-year', 'all-week', 'evening')",R1,heatpump,2025,A3,retrofit,residential,9.54712943903
102,"('all-year', 'all-week', 'night')",R1,gasCCGT,2025,A1,retrofit,power,1.65803532395
103,"('all-year', 'all-week', 'night')",R1,windturbine,2025,A1,retrofit,power,1.42902624241
104,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2025,A1,retrofit,power,2.61944295136
105,"('all-year', 'all-week', 'morning')",R1,windturbine,2025,A1,retrofit,power,2.11171209117
106,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2025,A1,retrofit,power,1.65803532395
107,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2025,A1,retrofit,power,1.42902624241
108,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2025,A1,retrofit,power,2.61944295136
109,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2025,A1,retrofit,power,2.11171209117
110,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2025,A1,retrofit,power,6.65746024341
111,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2025,A1,retrofit,power,3.87968965680
112,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2025,A1,retrofit,power,3.73846995111
113,"('all-year', 'all-week', 'evening')",R1,windturbine,2025,A1,retrofit,power,2.75620521604
114,"('all-year', 'all-week', 'night')",R1,gassupply1,2025,A1,retrofit,gas,84.06296868490
115,"('all-year', 'all-week', 'night')",R1,gassupply2,2025,A1,retrofit,gas,151.22273229111
116,"('all-year', 'all-week', 'night')",R1,gassupply3,2025,A1,retrofit,gas,218.38249587310
117,"('all-year', 'all-week', 'morning')",R1,gassupply1,2025,A1,retrofit,gas,124.42597773972
118,"('all-year', 'all-week', 'morning')",R1,gassupply2,2025,A1,retrofit,gas,225.16562314904
119,"('all-year', 'all-week', 'morning')",R1,gassupply3,2025,A1,retrofit,gas,325.90526852202
120,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2025,A1,retrofit,gas,84.06296868490
121,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2025,A1,retrofit,gas,151.22273229111
122,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2025,A1,retrofit,gas,218.38249587310
123,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2025,A1,retrofit,gas,124.42597773972
124,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2025,A1,retrofit,gas,225.16562314904
125,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2025,A1,retrofit,gas,325.90526852202
126,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2025,A1,retrofit,gas,230.94679832567
127,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2025,A1,retrofit,gas,432.42608914430
128,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2025,A1,retrofit,gas,633.90537989026
129,"('all-year', 'all-week', 'evening')",R1,gassupply1,2025,A1,retrofit,gas,162.79952488857
130,"('all-year', 'all-week', 'evening')",R1,gassupply2,2025,A1,retrofit,gas,297.11905210099
131,"('all-year', 'all-week', 'evening')",R1,gassupply3,2025,A1,retrofit,gas,431.43857926497
132,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A1,retrofit,residential,6.46997050075
133,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A1,retrofit,residential,7.58449236027
134,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A1,retrofit,residential,10.02426928438
135,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A1,retrofit,residential,10.98971360242
136,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A1,retrofit,residential,6.46997050075
137,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A1,retrofit,residential,7.58449236027
138,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A1,retrofit,residential,10.02426928438
139,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A1,retrofit,residential,10.98971360242
140,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A1,retrofit,residential,23.90314428700
141,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A1,retrofit,residential,18.26196778030
142,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,14.03818586924
143,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,14.01321207336
144,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,4.85247787557
145,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,5.68836927020
146,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,7.51820196329
147,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,8.24228520182
148,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,4.85247787557
149,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,5.68836927020
150,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,7.51820196329
151,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,8.24228520182
152,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,17.92735821525
153,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,13.69647583523
154,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,10.52863940193
155,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,10.50990905502
156,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A3,retrofit,residential,4.85247787557
157,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A3,retrofit,residential,5.68836927020
158,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A3,retrofit,residential,7.51820196329
159,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A3,retrofit,residential,8.24228520182
160,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A3,retrofit,residential,4.85247787557
161,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A3,retrofit,residential,5.68836927020
162,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A3,retrofit,residential,7.51820196329
163,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A3,retrofit,residential,8.24228520182
164,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A3,retrofit,residential,17.92735821525
165,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A3,retrofit,residential,13.69647583523
166,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A3,retrofit,residential,10.52863940193
167,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A3,retrofit,residential,10.50990905502
168,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,1.69864442111
169,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,1.42902625242
170,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,2.68044131661
171,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,2.11171211477
172,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,1.69864442111
173,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,1.42902625242
174,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,2.68044131661
175,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,2.11171211477
176,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,6.77996532105
177,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,3.87968978571
178,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,3.81991406668
179,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,2.75620526150
180,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,85.66333265182
181,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,154.15176553860
182,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,222.64019840068
183,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,126.79409051518
184,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,229.52673984534
185,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,332.25938913847
186,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,85.66333265182
187,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,154.15176553860
188,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,222.64019840068
189,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,126.79409051518
190,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,229.52673984534
191,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,332.25938913847
192,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,235.33912557054
193,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,440.80442423086
194,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,646.26972281711
195,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,165.89717554967
196,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,302.87404132322
197,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,439.85090704739
198,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,6.54321388154
199,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,8.14613630074
200,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,10.17052469245
201,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,11.81895624365
202,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,6.54321388154
203,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,8.14613630074
204,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,10.17052469245
205,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,11.81895624365
206,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,24.52966503322
207,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,19.71863604641
208,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,14.29750015847
209,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,15.09056394178
210,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,4.90741041115
211,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,6.10960222556
212,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,7.62789351934
213,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,8.86421718274
214,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,4.90741041115
215,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,6.10960222556
216,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,7.62789351934
217,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,8.86421718274
218,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,18.39724877491
219,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,14.78897703481
220,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,10.72312511885
221,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,11.31792295634
222,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A3,retrofit,residential,4.90741041115
223,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A3,retrofit,residential,6.10960222556
224,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A3,retrofit,residential,7.62789351934
225,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A3,retrofit,residential,8.86421718274
226,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A3,retrofit,residential,4.90741041115
227,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A3,retrofit,residential,6.10960222556
228,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A3,retrofit,residential,7.62789351934
229,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A3,retrofit,residential,8.86421718274
230,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A3,retrofit,residential,18.39724877491
231,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A3,retrofit,residential,14.78897703481
232,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A3,retrofit,residential,10.72312511885
233,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A3,retrofit,residential,11.31792295634
234,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,3.40208723947
235,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,2.99896246467
236,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,5.38080358376
237,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,4.43165082407
238,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,3.40208723947
239,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,2.99896246467
240,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,5.38080358376
241,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,4.43165082407
242,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,13.73766568228
243,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,8.14193863016
244,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,7.69019309711
245,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,5.78418773779
246,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,77.03032220028
247,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,138.53058144986
248,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,200.03084067725
249,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,114.01713867876
250,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,206.26752755314
251,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,298.51791639422
252,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,77.03032220028
253,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,138.53058144986
254,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,200.03084067725
255,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,114.01713867876
256,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,206.26752755314
257,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,298.51791639422
258,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,211.62952652029
259,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,396.13030426904
260,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,580.63108195121
261,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,149.18120506423
262,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,272.18172356340
263,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,395.18224201817
264,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,6.82950303624
265,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,8.53928695006
266,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,10.50412906170
267,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,12.26245604964
268,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,6.82950303624
269,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,8.53928695006
270,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,10.50412906170
271,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,12.26245604964
272,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,24.40100078268
273,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,19.26923653009
274,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,14.60342409707
275,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,15.44935879927
