timeslice,commodity,region,year,asset,installed,technology,month,day,hour,supply
6,heat,R2,2028,8,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R2,2028,9,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2028,10,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R2,2028,11,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R2,2028,12,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,1,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R2,2030,2,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,3,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R2,2030,4,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R2,2030,5,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,6,2028,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,8,2020,heatpump,all-year,all-week,early-morning,0.60140000000
6,heat,R2,2030,9,2022,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,10,2024,gasboiler,all-year,all-week,early-morning,0.09690000000
6,heat,R2,2030,11,2024,heatpump,all-year,all-week,early-morning,0.20670000000
6,heat,R2,2030,12,2026,heatpump,all-year,all-week,early-morning,0.09530000000
6,heat,R2,2030,13,2028,heatpump,all-year,all-week,early-morning,0.09530000000
6,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
6,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,early-morning,6.27150000000
7,heat,R1,2028,1,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R1,2028,2,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2028,3,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R1,2028,4,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R1,2028,5,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2028,8,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R1,2028,9,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2028,10,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R1,2028,11,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R1,2028,12,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,1,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R1,2030,2,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,3,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R1,2030,4,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R1,2030,5,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,6,2028,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,8,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R1,2030,9,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,10,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R1,2030,11,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R1,2030,12,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R1,2030,13,2028,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2028,1,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R2,2028,2,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2028,3,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R2,2028,4,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R2,2028,5,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2028,8,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R2,2028,9,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2028,10,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R2,2028,11,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R2,2028,12,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,1,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R2,2030,2,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,3,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R2,2030,4,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R2,2030,5,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,6,2028,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,8,2020,heatpump,all-year,all-week,late-afternoon,0.60140000000
7,heat,R2,2030,9,2022,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,10,2024,gasboiler,all-year,all-week,late-afternoon,0.09690000000
7,heat,R2,2030,11,2024,heatpump,all-year,all-week,late-afternoon,0.20670000000
7,heat,R2,2030,12,2026,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,heat,R2,2030,13,2028,heatpump,all-year,all-week,late-afternoon,0.09530000000
7,CO2f,R1,2028,3,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R1,2028,10,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R1,2030,3,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R1,2030,10,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R2,2028,3,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R2,2028,10,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R2,2030,3,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
7,CO2f,R2,2030,10,2024,gasboiler,all-year,all-week,late-afternoon,6.27150000000
