,region,installed,technology,year,agent,category,sector,capital_costs
104,R1,2020,gasboiler,2025,A2,retrofit,residential,1.05000000000
105,R1,2020,heatpump,2025,A2,retrofit,residential,6.60526315789
106,R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
107,R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
108,R1,2020,gasboiler,2025,A2,retrofit,residential,1.57500000000
109,R1,2020,heatpump,2025,A2,retrofit,residential,9.90789473684
110,R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
111,R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
112,R1,2020,gasboiler,2025,A2,retrofit,residential,3.15000000000
113,R1,2020,heatpump,2025,A2,retrofit,residential,19.81578947368
114,R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
115,R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
116,R1,2020,gasboiler,2025,A2,retrofit,residential,2.10000000000
117,R1,2020,heatpump,2025,A2,retrofit,residential,13.21052631579
118,R1,2025,gasboiler,2025,A2,retrofit,residential,0.00000000000
119,R1,2025,heatpump,2025,A2,retrofit,residential,0.00000000000
120,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
121,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
122,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
123,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
124,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
125,R1,2025,gasCCGT,2025,A1,newcapa,power,0.00000000000
126,R1,2020,gasCCGT,2025,A1,retrofit,power,4.42175432703
127,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
128,R1,2020,gasCCGT,2025,A1,retrofit,power,6.63263149054
129,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
130,R1,2020,gasCCGT,2025,A1,retrofit,power,4.42175432703
131,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
132,R1,2020,gasCCGT,2025,A1,retrofit,power,6.63263149054
133,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
134,R1,2020,gasCCGT,2025,A1,retrofit,power,13.26526298109
135,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
136,R1,2020,gasCCGT,2025,A1,retrofit,power,8.84350865406
137,R1,2025,gasCCGT,2025,A1,retrofit,power,0.00000000000
138,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
139,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
140,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
141,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
142,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
143,R1,2020,gassupply1,2025,A1,newcapa,gas,0.00000000000
144,R1,2020,gassupply1,2025,A1,retrofit,gas,63.60022934163
145,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
146,R1,2020,gassupply1,2025,A1,retrofit,gas,95.40034401244
147,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
148,R1,2020,gassupply1,2025,A1,retrofit,gas,63.60022934163
149,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
150,R1,2020,gassupply1,2025,A1,retrofit,gas,95.40034401244
151,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
152,R1,2020,gassupply1,2025,A1,retrofit,gas,190.80068802489
153,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
154,R1,2020,gassupply1,2025,A1,retrofit,gas,127.20045868326
155,R1,2025,gassupply1,2025,A1,retrofit,gas,0.00000000000
156,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
157,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
158,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
159,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
160,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
161,R1,2030,heatpump,2030,A1,newcapa,residential,0.00000000000
162,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000003500
163,R1,2020,heatpump,2030,A1,retrofit,residential,15.41228070175
164,R1,2025,gasboiler,2030,A1,retrofit,residential,0.90877189482
165,R1,2025,heatpump,2030,A1,retrofit,residential,18.48245614035
166,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
167,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000005250
168,R1,2020,heatpump,2030,A1,retrofit,residential,23.11842105263
169,R1,2025,gasboiler,2030,A1,retrofit,residential,1.36315784224
170,R1,2025,heatpump,2030,A1,retrofit,residential,27.72368421053
171,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
172,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000003500
173,R1,2020,heatpump,2030,A1,retrofit,residential,15.41228070175
174,R1,2025,gasboiler,2030,A1,retrofit,residential,0.90877189482
175,R1,2025,heatpump,2030,A1,retrofit,residential,18.48245614035
176,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
177,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000005250
178,R1,2020,heatpump,2030,A1,retrofit,residential,23.11842105263
179,R1,2025,gasboiler,2030,A1,retrofit,residential,1.36315784224
180,R1,2025,heatpump,2030,A1,retrofit,residential,27.72368421053
181,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
182,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000010500
183,R1,2020,heatpump,2030,A1,retrofit,residential,46.23684210526
184,R1,2025,gasboiler,2030,A1,retrofit,residential,2.72631568447
185,R1,2025,heatpump,2030,A1,retrofit,residential,55.44736842105
186,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
187,R1,2020,gasboiler,2030,A1,retrofit,residential,0.00000007000
188,R1,2020,heatpump,2030,A1,retrofit,residential,30.82456140351
189,R1,2025,gasboiler,2030,A1,retrofit,residential,1.81754378965
190,R1,2025,heatpump,2030,A1,retrofit,residential,36.96491228070
191,R1,2030,heatpump,2030,A1,retrofit,residential,0.00000000000
192,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
193,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
194,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
195,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
196,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
197,R1,2030,heatpump,2030,A2,newcapa,residential,0.00000000000
198,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000001500
199,R1,2020,heatpump,2030,A2,retrofit,residential,6.60526315789
200,R1,2025,gasboiler,2030,A2,retrofit,residential,0.38947366921
201,R1,2025,heatpump,2030,A2,retrofit,residential,7.92105263158
202,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
203,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000002250
204,R1,2020,heatpump,2030,A2,retrofit,residential,9.90789473684
205,R1,2025,gasboiler,2030,A2,retrofit,residential,0.58421050382
206,R1,2025,heatpump,2030,A2,retrofit,residential,11.88157894737
207,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
208,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000001500
209,R1,2020,heatpump,2030,A2,retrofit,residential,6.60526315789
210,R1,2025,gasboiler,2030,A2,retrofit,residential,0.38947366921
211,R1,2025,heatpump,2030,A2,retrofit,residential,7.92105263158
212,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
213,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000002250
214,R1,2020,heatpump,2030,A2,retrofit,residential,9.90789473684
215,R1,2025,gasboiler,2030,A2,retrofit,residential,0.58421050382
216,R1,2025,heatpump,2030,A2,retrofit,residential,11.88157894737
217,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
218,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000004500
219,R1,2020,heatpump,2030,A2,retrofit,residential,19.81578947368
220,R1,2025,gasboiler,2030,A2,retrofit,residential,1.16842100763
221,R1,2025,heatpump,2030,A2,retrofit,residential,23.76315789474
222,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
223,R1,2020,gasboiler,2030,A2,retrofit,residential,0.00000003000
224,R1,2020,heatpump,2030,A2,retrofit,residential,13.21052631579
225,R1,2025,gasboiler,2030,A2,retrofit,residential,0.77894733842
226,R1,2025,heatpump,2030,A2,retrofit,residential,15.84210526316
227,R1,2030,heatpump,2030,A2,retrofit,residential,0.00000000000
228,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
229,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
230,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
231,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
232,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
233,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
234,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
235,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
236,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
237,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
238,R1,2020,gasCCGT,2030,A1,newcapa,power,0.00000000000
239,R1,2025,gasCCGT,2030,A1,newcapa,power,0.00000000000
240,R1,2020,gasCCGT,2030,A1,retrofit,power,3.23263736535
241,R1,2025,gasCCGT,2030,A1,retrofit,power,6.49169884389
242,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
243,R1,2020,gasCCGT,2030,A1,retrofit,power,4.84895604803
244,R1,2025,gasCCGT,2030,A1,retrofit,power,9.73754826584
245,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
246,R1,2020,gasCCGT,2030,A1,retrofit,power,3.23263736535
247,R1,2025,gasCCGT,2030,A1,retrofit,power,6.49169884389
248,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
249,R1,2020,gasCCGT,2030,A1,retrofit,power,4.84895604803
250,R1,2025,gasCCGT,2030,A1,retrofit,power,9.73754826584
251,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
252,R1,2020,gasCCGT,2030,A1,retrofit,power,9.69791209606
253,R1,2025,gasCCGT,2030,A1,retrofit,power,19.47509653167
254,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
255,R1,2020,gasCCGT,2030,A1,retrofit,power,6.46527473071
256,R1,2025,gasCCGT,2030,A1,retrofit,power,12.98339768778
257,R1,2030,gasCCGT,2030,A1,retrofit,power,0.00000000000
258,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
259,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
260,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
261,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
262,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
263,R1,2030,gassupply1,2030,A1,newcapa,gas,0.00000000000
264,R1,2020,gassupply1,2030,A1,retrofit,gas,36.36494934163
265,R1,2025,gassupply1,2030,A1,retrofit,gas,18.14757316385
266,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
267,R1,2020,gassupply1,2030,A1,retrofit,gas,54.54742401244
268,R1,2025,gassupply1,2030,A1,retrofit,gas,27.22135974578
269,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
270,R1,2020,gassupply1,2030,A1,retrofit,gas,36.36494934163
271,R1,2025,gassupply1,2030,A1,retrofit,gas,18.14757316385
272,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
273,R1,2020,gassupply1,2030,A1,retrofit,gas,54.54742401244
274,R1,2025,gassupply1,2030,A1,retrofit,gas,27.22135974578
275,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
276,R1,2020,gassupply1,2030,A1,retrofit,gas,109.09484802489
277,R1,2025,gassupply1,2030,A1,retrofit,gas,54.44271949156
278,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
279,R1,2020,gassupply1,2030,A1,retrofit,gas,72.72989868326
280,R1,2025,gassupply1,2030,A1,retrofit,gas,36.29514632770
281,R1,2030,gassupply1,2030,A1,retrofit,gas,0.00000000000
282,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
283,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
284,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
285,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
286,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
287,R1,2035,heatpump,2035,A1,newcapa,residential,0.00000000000
288,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000003500
289,R1,2025,gasboiler,2035,A1,retrofit,residential,0.90877189482
290,R1,2025,heatpump,2035,A1,retrofit,residential,18.48245614035
291,R1,2030,heatpump,2035,A1,retrofit,residential,18.48245614035
292,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
293,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000005250
294,R1,2025,gasboiler,2035,A1,retrofit,residential,1.36315784224
295,R1,2025,heatpump,2035,A1,retrofit,residential,27.72368421053
296,R1,2030,heatpump,2035,A1,retrofit,residential,27.72368421053
297,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
298,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000003500
299,R1,2025,gasboiler,2035,A1,retrofit,residential,0.90877189482
300,R1,2025,heatpump,2035,A1,retrofit,residential,18.48245614035
301,R1,2030,heatpump,2035,A1,retrofit,residential,18.48245614035
302,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
303,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000005250
304,R1,2025,gasboiler,2035,A1,retrofit,residential,1.36315784224
305,R1,2025,heatpump,2035,A1,retrofit,residential,27.72368421053
306,R1,2030,heatpump,2035,A1,retrofit,residential,27.72368421053
307,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
308,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000010500
309,R1,2025,gasboiler,2035,A1,retrofit,residential,2.72631568447
310,R1,2025,heatpump,2035,A1,retrofit,residential,55.44736842105
311,R1,2030,heatpump,2035,A1,retrofit,residential,55.44736842105
312,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
313,R1,2020,gasboiler,2035,A1,retrofit,residential,0.00000007000
314,R1,2025,gasboiler,2035,A1,retrofit,residential,1.81754378965
315,R1,2025,heatpump,2035,A1,retrofit,residential,36.96491228070
316,R1,2030,heatpump,2035,A1,retrofit,residential,36.96491228070
317,R1,2035,heatpump,2035,A1,retrofit,residential,0.00000000000
318,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
319,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
320,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
321,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
322,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
323,R1,2035,heatpump,2035,A2,newcapa,residential,0.00000000000
324,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000001500
325,R1,2025,gasboiler,2035,A2,retrofit,residential,0.38947366921
326,R1,2025,heatpump,2035,A2,retrofit,residential,7.92105263158
327,R1,2030,heatpump,2035,A2,retrofit,residential,7.92105263158
328,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
329,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000002250
330,R1,2025,gasboiler,2035,A2,retrofit,residential,0.58421050382
331,R1,2025,heatpump,2035,A2,retrofit,residential,11.88157894737
332,R1,2030,heatpump,2035,A2,retrofit,residential,11.88157894737
333,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
334,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000001500
335,R1,2025,gasboiler,2035,A2,retrofit,residential,0.38947366921
336,R1,2025,heatpump,2035,A2,retrofit,residential,7.92105263158
337,R1,2030,heatpump,2035,A2,retrofit,residential,7.92105263158
338,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
339,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000002250
340,R1,2025,gasboiler,2035,A2,retrofit,residential,0.58421050382
341,R1,2025,heatpump,2035,A2,retrofit,residential,11.88157894737
342,R1,2030,heatpump,2035,A2,retrofit,residential,11.88157894737
343,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
344,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000004500
345,R1,2025,gasboiler,2035,A2,retrofit,residential,1.16842100763
346,R1,2025,heatpump,2035,A2,retrofit,residential,23.76315789474
347,R1,2030,heatpump,2035,A2,retrofit,residential,23.76315789474
348,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
349,R1,2020,gasboiler,2035,A2,retrofit,residential,0.00000003000
350,R1,2025,gasboiler,2035,A2,retrofit,residential,0.77894733842
351,R1,2025,heatpump,2035,A2,retrofit,residential,15.84210526316
352,R1,2030,heatpump,2035,A2,retrofit,residential,15.84210526316
353,R1,2035,heatpump,2035,A2,retrofit,residential,0.00000000000
354,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
355,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
356,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
357,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
358,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
359,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
360,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
361,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
362,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
363,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
364,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
365,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
366,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
367,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
368,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
369,R1,2020,gasCCGT,2035,A1,newcapa,power,0.00000000000
370,R1,2025,gasCCGT,2035,A1,newcapa,power,0.00000000000
371,R1,2030,gasCCGT,2035,A1,newcapa,power,0.00000000000
372,R1,2020,gasCCGT,2035,A1,retrofit,power,3.23263736535
373,R1,2025,gasCCGT,2035,A1,retrofit,power,6.49169884389
374,R1,2030,gasCCGT,2035,A1,retrofit,power,0.88082755519
375,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
376,R1,2020,gasCCGT,2035,A1,retrofit,power,4.84895604803
377,R1,2025,gasCCGT,2035,A1,retrofit,power,9.73754826584
378,R1,2030,gasCCGT,2035,A1,retrofit,power,1.32124133278
379,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
380,R1,2020,gasCCGT,2035,A1,retrofit,power,3.23263736535
381,R1,2025,gasCCGT,2035,A1,retrofit,power,6.49169884389
382,R1,2030,gasCCGT,2035,A1,retrofit,power,0.88082755519
383,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
384,R1,2020,gasCCGT,2035,A1,retrofit,power,4.84895604803
385,R1,2025,gasCCGT,2035,A1,retrofit,power,9.73754826584
386,R1,2030,gasCCGT,2035,A1,retrofit,power,1.32124133278
387,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
388,R1,2020,gasCCGT,2035,A1,retrofit,power,9.69791209606
389,R1,2025,gasCCGT,2035,A1,retrofit,power,19.47509653167
390,R1,2030,gasCCGT,2035,A1,retrofit,power,2.64248266556
391,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
392,R1,2020,gasCCGT,2035,A1,retrofit,power,6.46527473071
393,R1,2025,gasCCGT,2035,A1,retrofit,power,12.98339768778
394,R1,2030,gasCCGT,2035,A1,retrofit,power,1.76165511037
395,R1,2035,gasCCGT,2035,A1,retrofit,power,0.00000000000
396,R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
397,R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
398,R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
399,R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
400,R1,2025,gassupply1,2035,A1,newcapa,gas,0.00000000000
401,R1,2030,gassupply1,2035,A1,newcapa,gas,0.00000000000
402,R1,2020,gassupply1,2035,A1,newcapa,gas,0.00000000000
