,timeslice,region,technology,year,agent,category,sector,LCOE
118,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A1,retrofit,residential,11.48773040847
119,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A1,retrofit,residential,18.38855699791
120,"('all-year', 'all-week', 'night')",R1,gasboiler,2030,A2,retrofit,residential,8.78783305813
121,"('all-year', 'all-week', 'night')",R1,heatpump,2030,A2,retrofit,residential,17.59170659859
122,"('all-year', 'all-week', 'morning')",R1,gasboiler,2030,A2,retrofit,residential,9.91419921773
123,"('all-year', 'all-week', 'morning')",R1,heatpump,2030,A2,retrofit,residential,17.92492112880
124,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2030,A2,retrofit,residential,8.78783305813
125,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2030,A2,retrofit,residential,17.59170659859
126,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2030,A2,retrofit,residential,9.91419921773
127,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2030,A2,retrofit,residential,17.92492112880
128,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2030,A2,retrofit,residential,15.97628788338
129,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2030,A2,retrofit,residential,19.86159598078
130,"('all-year', 'all-week', 'evening')",R1,gasboiler,2030,A2,retrofit,residential,11.48773040847
131,"('all-year', 'all-week', 'evening')",R1,heatpump,2030,A2,retrofit,residential,18.38855699791
132,"('all-year', 'all-week', 'night')",R1,gasCCGT,2030,A1,retrofit,power,17.00680613366
133,"('all-year', 'all-week', 'night')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
134,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2030,A1,retrofit,power,18.62838500136
135,"('all-year', 'all-week', 'morning')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
136,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2030,A1,retrofit,power,17.00680613366
137,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
138,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2030,A1,retrofit,power,18.62838500136
139,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
140,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2030,A1,retrofit,power,27.35570230450
141,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
142,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2030,A1,retrofit,power,20.89372731906
143,"('all-year', 'all-week', 'evening')",R1,windturbine,2030,A1,retrofit,power,21.40572936318
144,"('all-year', 'all-week', 'night')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
145,"('all-year', 'all-week', 'night')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
146,"('all-year', 'all-week', 'night')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
147,"('all-year', 'all-week', 'morning')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
148,"('all-year', 'all-week', 'morning')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
149,"('all-year', 'all-week', 'morning')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
150,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
151,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
152,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
153,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
154,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
155,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
156,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
157,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
158,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
159,"('all-year', 'all-week', 'evening')",R1,gassupply1,2030,A1,retrofit,gas,74.55326637435
160,"('all-year', 'all-week', 'evening')",R1,gassupply2,2030,A1,retrofit,gas,132.91688252653
161,"('all-year', 'all-week', 'evening')",R1,gassupply3,2030,A1,retrofit,gas,191.28049865750
162,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A1,retrofit,residential,9.56648421319
163,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A1,retrofit,residential,17.63617046327
164,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A1,retrofit,residential,10.69391595032
165,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A1,retrofit,residential,17.99196362433
166,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A1,retrofit,residential,9.56648421319
167,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A1,retrofit,residential,17.63617046327
168,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A1,retrofit,residential,10.69391595032
169,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A1,retrofit,residential,17.99196362433
170,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A1,retrofit,residential,16.75920134856
171,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A1,retrofit,residential,19.99776116289
172,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A1,retrofit,residential,12.26851271858
173,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A1,retrofit,residential,18.47840925662
174,"('all-year', 'all-week', 'night')",R1,gasboiler,2035,A2,retrofit,residential,9.56648421319
175,"('all-year', 'all-week', 'night')",R1,heatpump,2035,A2,retrofit,residential,17.63617046327
176,"('all-year', 'all-week', 'morning')",R1,gasboiler,2035,A2,retrofit,residential,10.69391595032
177,"('all-year', 'all-week', 'morning')",R1,heatpump,2035,A2,retrofit,residential,17.99196362433
178,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2035,A2,retrofit,residential,9.56648421319
179,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2035,A2,retrofit,residential,17.63617046327
180,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2035,A2,retrofit,residential,10.69391595032
181,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2035,A2,retrofit,residential,17.99196362433
182,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2035,A2,retrofit,residential,16.75920134856
183,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2035,A2,retrofit,residential,19.99776116289
184,"('all-year', 'all-week', 'evening')",R1,gasboiler,2035,A2,retrofit,residential,12.26851271858
185,"('all-year', 'all-week', 'evening')",R1,heatpump,2035,A2,retrofit,residential,18.47840925662
186,"('all-year', 'all-week', 'night')",R1,gasCCGT,2035,A1,retrofit,power,18.10991426207
187,"('all-year', 'all-week', 'night')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
188,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2035,A1,retrofit,power,19.73302719396
189,"('all-year', 'all-week', 'morning')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
190,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2035,A1,retrofit,power,18.10991426207
191,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
192,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2035,A1,retrofit,power,19.73302719396
193,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
194,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2035,A1,retrofit,power,28.46494668970
195,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
196,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2035,A1,retrofit,power,21.99990357586
197,"('all-year', 'all-week', 'evening')",R1,windturbine,2035,A1,retrofit,power,21.40572936318
198,"('all-year', 'all-week', 'night')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
199,"('all-year', 'all-week', 'night')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
200,"('all-year', 'all-week', 'night')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
201,"('all-year', 'all-week', 'morning')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
202,"('all-year', 'all-week', 'morning')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
203,"('all-year', 'all-week', 'morning')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
204,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
205,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
206,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
207,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
208,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
209,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
210,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
211,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
212,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
213,"('all-year', 'all-week', 'evening')",R1,gassupply1,2035,A1,retrofit,gas,74.57163840071
214,"('all-year', 'all-week', 'evening')",R1,gassupply2,2035,A1,retrofit,gas,133.02704853972
215,"('all-year', 'all-week', 'evening')",R1,gassupply3,2035,A1,retrofit,gas,191.48245865750
216,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A1,retrofit,residential,12.15549930376
217,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A1,retrofit,residential,17.75200745982
218,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A1,retrofit,residential,13.28647408617
219,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A1,retrofit,residential,18.16325617081
220,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A1,retrofit,residential,12.15549930376
221,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A1,retrofit,residential,17.75200745982
222,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A1,retrofit,residential,13.28647408617
223,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A1,retrofit,residential,18.16325617081
224,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A1,retrofit,residential,19.36238862026
225,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A1,retrofit,residential,20.29830328998
226,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A1,retrofit,residential,14.86461389972
227,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A1,retrofit,residential,18.70048591237
228,"('all-year', 'all-week', 'night')",R1,gasboiler,2040,A2,retrofit,residential,12.15549930376
229,"('all-year', 'all-week', 'night')",R1,heatpump,2040,A2,retrofit,residential,17.75200745982
230,"('all-year', 'all-week', 'morning')",R1,gasboiler,2040,A2,retrofit,residential,13.28647408617
231,"('all-year', 'all-week', 'morning')",R1,heatpump,2040,A2,retrofit,residential,18.16325617081
232,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2040,A2,retrofit,residential,12.15549930376
233,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2040,A2,retrofit,residential,17.75200745982
234,"('all-year', 'all-week', 'early-peak')",R1,gasboiler,2040,A2,retrofit,residential,13.28647408617
235,"('all-year', 'all-week', 'early-peak')",R1,heatpump,2040,A2,retrofit,residential,18.16325617081
236,"('all-year', 'all-week', 'late-peak')",R1,gasboiler,2040,A2,retrofit,residential,19.36238862026
237,"('all-year', 'all-week', 'late-peak')",R1,heatpump,2040,A2,retrofit,residential,20.29830328998
238,"('all-year', 'all-week', 'evening')",R1,gasboiler,2040,A2,retrofit,residential,14.86461389972
239,"('all-year', 'all-week', 'evening')",R1,heatpump,2040,A2,retrofit,residential,18.70048591237
240,"('all-year', 'all-week', 'night')",R1,gasCCGT,2040,A1,retrofit,power,21.77774878901
241,"('all-year', 'all-week', 'night')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
242,"('all-year', 'all-week', 'morning')",R1,gasCCGT,2040,A1,retrofit,power,23.40596248437
243,"('all-year', 'all-week', 'morning')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
244,"('all-year', 'all-week', 'afternoon')",R1,gasCCGT,2040,A1,retrofit,power,21.77774878901
245,"('all-year', 'all-week', 'afternoon')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
246,"('all-year', 'all-week', 'early-peak')",R1,gasCCGT,2040,A1,retrofit,power,23.40596248437
247,"('all-year', 'all-week', 'early-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
248,"('all-year', 'all-week', 'late-peak')",R1,gasCCGT,2040,A1,retrofit,power,32.15318427052
249,"('all-year', 'all-week', 'late-peak')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
250,"('all-year', 'all-week', 'evening')",R1,gasCCGT,2040,A1,retrofit,power,25.67793962974
251,"('all-year', 'all-week', 'evening')",R1,windturbine,2040,A1,retrofit,power,21.40572936318
252,"('all-year', 'all-week', 'night')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
253,"('all-year', 'all-week', 'night')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
254,"('all-year', 'all-week', 'night')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
255,"('all-year', 'all-week', 'morning')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
256,"('all-year', 'all-week', 'morning')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
257,"('all-year', 'all-week', 'morning')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
258,"('all-year', 'all-week', 'afternoon')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
259,"('all-year', 'all-week', 'afternoon')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
260,"('all-year', 'all-week', 'afternoon')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
261,"('all-year', 'all-week', 'early-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
262,"('all-year', 'all-week', 'early-peak')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
263,"('all-year', 'all-week', 'early-peak')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
264,"('all-year', 'all-week', 'late-peak')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
265,"('all-year', 'all-week', 'late-peak')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
266,"('all-year', 'all-week', 'late-peak')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
267,"('all-year', 'all-week', 'evening')",R1,gassupply1,2040,A1,retrofit,gas,74.63272538837
268,"('all-year', 'all-week', 'evening')",R1,gassupply2,2040,A1,retrofit,gas,133.39335053357
269,"('all-year', 'all-week', 'evening')",R1,gassupply3,2040,A1,retrofit,gas,192.15397565750
270,"('all-year', 'all-week', 'night')",R1,gasboiler,2045,A1,retrofit,residential,15.39339035688
271,"('all-year', 'all-week', 'night')",R1,heatpump,2045,A1,retrofit,residential,17.88782108860
272,"('all-year', 'all-week', 'morning')",R1,gasboiler,2045,A1,retrofit,residential,16.52879616584
273,"('all-year', 'all-week', 'morning')",R1,heatpump,2045,A1,retrofit,residential,18.36497755051
274,"('all-year', 'all-week', 'afternoon')",R1,gasboiler,2045,A1,retrofit,residential,15.39339035688
275,"('all-year', 'all-week', 'afternoon')",R1,heatpump,2045,A1,retrofit,residential,17.88782108860
