,agent,capacity,dst_region,index,installed,region,sector,technology,type,year
15,A1,15.50000000000,R1,22,2040,R1,residential,heatpump,retrofit,2045
38,A2,8.50000000000,R1,21,2035,R1,residential,heatpump,retrofit,2045
39,A2,15.50000000000,R1,22,2040,R1,residential,heatpump,retrofit,2045
5,A1,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2045
71,A1,0.00040000000,R1,105,2035,R1,power,solarPV,retrofit,2045
72,A1,0.00880000000,R1,106,2040,R1,power,solarPV,retrofit,2045
108,A1,4.18750000000,R1,204,2020,R1,power,windturbine,retrofit,2045
110,A1,4.50000000000,R1,206,2030,R1,power,windturbine,retrofit,2045
111,A1,2.24960000000,R1,207,2035,R1,power,windturbine,retrofit,2045
112,A1,1.11620000000,R1,208,2040,R1,power,windturbine,retrofit,2045
153,A2,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2045
219,A2,0.00040000000,R1,105,2035,R1,power,solarPV,retrofit,2045
220,A2,0.00880000000,R1,106,2040,R1,power,solarPV,retrofit,2045
256,A2,4.18750000000,R1,204,2020,R1,power,windturbine,retrofit,2045
258,A2,4.50000000000,R1,206,2030,R1,power,windturbine,retrofit,2045
259,A2,2.24960000000,R1,207,2035,R1,power,windturbine,retrofit,2045
260,A2,1.11620000000,R1,208,2040,R1,power,windturbine,retrofit,2045
0,A1,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2045
1,A1,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2045
2,A1,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2045
3,A1,0.50600000000,R1,3,2040,R1,gas,gassupply1,retrofit,2045
24,A2,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2045
25,A2,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2045
26,A2,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2045
27,A2,0.50600000000,R1,3,2040,R1,gas,gassupply1,retrofit,2045
10,A1,15.50000000000,R1,21,2040,R1,residential,heatpump,retrofit,2050
11,A1,11.50000000000,R1,22,2045,R1,residential,heatpump,retrofit,2050
30,A2,15.50000000000,R1,21,2040,R1,residential,heatpump,retrofit,2050
31,A2,11.50000000000,R1,22,2045,R1,residential,heatpump,retrofit,2050
5,A1,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2050
74,A1,0.00040000000,R1,121,2035,R1,power,solarPV,retrofit,2050
75,A1,0.00880000000,R1,122,2040,R1,power,solarPV,retrofit,2050
76,A1,3.18480000000,R1,123,2045,R1,power,solarPV,retrofit,2050
113,A1,4.50000000000,R1,222,2030,R1,power,windturbine,retrofit,2050
114,A1,2.24960000000,R1,223,2035,R1,power,windturbine,retrofit,2050
115,A1,1.11620000000,R1,224,2040,R1,power,windturbine,retrofit,2050
116,A1,5.12770000000,R1,225,2045,R1,power,windturbine,retrofit,2050
157,A2,4.80560000000,R1,1,2025,R1,power,gasCCGT,retrofit,2050
226,A2,0.00040000000,R1,121,2035,R1,power,solarPV,retrofit,2050
227,A2,0.00880000000,R1,122,2040,R1,power,solarPV,retrofit,2050
228,A2,3.18480000000,R1,123,2045,R1,power,solarPV,retrofit,2050
265,A2,4.50000000000,R1,222,2030,R1,power,windturbine,retrofit,2050
266,A2,2.24960000000,R1,223,2035,R1,power,windturbine,retrofit,2050
267,A2,1.11620000000,R1,224,2040,R1,power,windturbine,retrofit,2050
268,A2,5.12770000000,R1,225,2045,R1,power,windturbine,retrofit,2050
0,A1,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2050
1,A1,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2050
2,A1,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2050
3,A1,0.50600000000,R1,3,2040,R1,gas,gassupply1,retrofit,2050
24,A2,4.27530000000,R1,0,2025,R1,gas,gassupply1,retrofit,2050
25,A2,3.13270000000,R1,1,2030,R1,gas,gassupply1,retrofit,2050
26,A2,0.17030000000,R1,2,2035,R1,gas,gassupply1,retrofit,2050
27,A2,0.50600000000,R1,3,2040,R1,gas,gassupply1,retrofit,2050
